term,coef,std_err,t,p_value,ci_low,ci_high,significance
is_alia,-1.6603723974367937,1.4500236005426639,-1.1450657746642245,0.2599518649202029,-4.604076805048564,1.2833320101749763,
ncp_alia,0.1181717404132224,0.0797391257547703,1.481979383328678,0.14729405583132735,-0.04370729097328788,0.2800507717997327,
is_brian,-0.6042603708315919,0.9610255394930353,-0.6287661940288852,0.5335844843459694,-2.5552459378074657,1.346725196144282,
ncp_brian,0.09590883914089565,0.08228455785575235,1.1655751898069031,0.2516683063393119,-0.07113769413464124,0.2629553724164325,
is_bridget,-1.6597398462717337,1.4430177576051446,-1.150186709431951,0.2578653412718341,-4.589221636591969,1.2697419440485018,
ncp_bridget,0.11964891246311693,0.08689147907035437,1.376992470875533,0.17725870214028272,-0.05675016809500821,0.2960479930212421,
is_leah,-1.5909303532519379,1.3684888490732123,-1.1625453538254042,0.2528797964536609,-4.369110415477653,1.1872497089737772,
ncp_leah,0.13083091322272714,0.08844061968085318,1.4793079661228468,0.1480030606752776,-0.04871308997074622,0.3103749164162005,
is_rachel,-1.5802615325126863,1.4369979644146902,-1.0996964307853765,0.27897111175122374,-4.497522492950553,1.3369994279251805,
ncp_rachel,0.10600787104389116,0.0697005520396681,1.5209043248833922,0.13726766947134564,-0.03549177225526466,0.24750751434304696,
vol_109,1.2933548502538144,0.9673090577272854,1.3370647570411271,0.18982727136737262,-0.6703869369067164,3.257096637414345,
vol_114,0.6168590786473236,0.8146710186276411,0.7571879501574232,0.45400486941663204,-1.0370110151844334,2.2707291724790806,
vol_119,0.417107080777685,0.6619697739443046,0.6300998885377789,0.5327216983282685,-0.9267630055687349,1.7609771671241048,
vol_120,2.0995422248083573,1.6978881028623203,1.2365610085075238,0.2244839290542857,-1.347353874094373,5.5464383237110875,
vol_122,2.096208891475028,1.6978881028623212,1.234597785296459,0.22520512676757742,-1.350687207427704,5.54310499037776,
vol_124,1.3241027101062524,1.133027321853633,1.1686414657150719,0.25044655095932133,-0.9760650389130614,3.624270459125566,
vol_126,1.7983600422652068,1.2861667430980122,1.3982324235296784,0.1708413433771506,-0.8126972599499898,4.409417344480404,
vol_127,2.0100936702984438,1.4282411499880332,1.4073909509716098,0.16813084979155507,-0.8893900117456495,4.909577352342537,
vol_130,2.3287867043004162,1.7621781387849895,1.3215387553871822,0.19489565695268668,-1.2486251062364242,5.906198514837257,
vol_131,2.744999404190507,1.8505659239490002,1.48332970399284,0.14693670736267936,-1.0118491497682798,6.501847958149293,
vol_132,2.957329122761986,2.011475861308267,1.4702284922467501,0.15043313958532623,-1.1261839707641137,7.040842216288086,
vol_133,4.017815158420371,2.7281145001940215,1.4727443287789521,0.1497566299335744,-1.5205517175982335,9.556182034438976,
vol_134_part_2,4.2251159506797835,2.8455177418944646,1.4848320530473382,0.14653993935374335,-1.5515921771171817,10.001824078476748,
vol_134_part_i,3.308915484121023,2.2969629972549463,1.4405610748085365,0.15859524341178904,-1.3541673075039142,7.97199827574596,
vol_61,3.811408084204979,2.5689650119608225,1.4836356534477801,0.14685583717247822,-1.4038681539744235,9.026684322384382,
vol_62,3.249658841333468,2.1724907951737853,1.4958216847466625,0.14366354285529032,-1.1607319459997258,7.660049628666662,
vol_63,3.8289080842049854,2.5689650119608234,1.4904477353245387,0.1450644132794944,-1.386368153974419,9.044184322384389,
vol_91,0.4289102981255969,0.34804393480012863,1.2323452737997214,0.2260347207674572,-0.2776564532915897,1.1354770495427835,
vol_93,0.6347933654544926,0.5100845731471081,1.2444865006168664,0.22158997372057473,-0.4007333705696434,1.6703201014786286,
vol_94,0.18575069299537952,0.2229977471650786,0.8329711638650492,0.4105092876302971,-0.26695880150641205,0.638460187497171,
