term,coef,std_err,t,p_value,ci_low,ci_high,significance
is_alia,0.43798060623631563,0.12234929992570535,3.579755719912352,0.0010323501580112656,0.1895983224412621,0.6863628900313692,**
ncp_alia,0.0027638040636330935,0.0067281844303311925,0.41078006886577667,0.683737980849212,-0.010895136491112777,0.016422744618378962,
is_brian,0.44386735051074333,0.08108888843167253,5.473836910278488,3.815733693051665e-06,0.2792481552125974,0.6084865458088893,***
ncp_brian,0.004202016346217016,0.006942961510819414,0.605219593925286,0.5489375158041011,-0.009892944862434454,0.018296977554868487,
is_bridget,0.4486973145078297,0.1217581647341994,3.6851517554272046,0.0007679219280697625,0.20151509895172018,0.6958795300639392,***
ncp_bridget,0.0023586146435246175,0.007331681794550308,0.32170171996250474,0.7495921639512759,-0.012525490695000665,0.0172427199820499,
is_leah,0.4462102557962704,0.11546960516889558,3.8643091845997537,0.0004614138914375667,0.2117944948709587,0.6806260167215821,***
ncp_leah,0.0020114510385183526,0.007462394335442797,0.26954499428754713,0.7890931478334283,-0.013138014865594518,0.01716091694263122,
is_rachel,0.4485177438904484,0.12125022991005312,3.6991083994081633,0.0007382531797842812,0.2023666908478727,0.6946687969330241,***
ncp_rachel,0.0022929011053379744,0.005881155136576464,0.38987257640557965,0.6989932814486088,-0.009646478564696132,0.01423228077537208,
vol_109,0.02472098577570625,0.08161907570361983,0.3028824519585912,0.763772380678111,-0.1409745469066773,0.1904165184580898,
vol_114,-0.009968652078276463,0.06873986655220682,-0.14501995098732745,0.8855270383745135,-0.14951800015278208,0.12958069599622915,
vol_119,-0.005238425069804431,0.05585532427455141,-0.0937855994543235,0.9258143108411002,-0.11863076171456508,0.10815391157495621,
vol_120,0.046110112637880896,0.14326347561491065,0.32185532592985494,0.7494767775891081,-0.24473020503664888,0.3369504303124107,
vol_122,0.04444344597121219,0.14326347561491073,0.3102217489869871,0.7582321123138588,-0.24639687170331775,0.33528376364574214,
vol_124,0.0242105537570787,0.09560196094298681,0.25324327574741806,0.801561847529131,-0.16987174510955846,0.21829285262371587,
vol_126,0.007044204693366307,0.10852347544334764,0.06490950151189714,0.9486153884822502,-0.21327016320545514,0.22735857259218775,
vol_127,0.04635199215745045,0.12051135220193868,0.3846275998943175,0.7028406047327134,-0.19829905939187467,0.29100304370677554,
vol_130,0.07560890948669874,0.14868810517569386,0.5085067793241242,0.6142884693261313,-0.2262439916669982,0.3774618106403957,
vol_131,0.0719941001662967,0.15614604146911226,0.46106900622605973,0.6476015782667711,-0.2449992165850549,0.3889874169176483,
vol_132,0.07170748559180495,0.1697232123369709,0.4224966320425039,0.6752469316301031,-0.2728489533815961,0.416263924565206,
vol_133,0.09800980253834268,0.2301913562586068,0.4257753380984223,0.6728784794812149,-0.3693034948169541,0.5653230998936395,
vol_134_part_2,0.10929703978456473,0.24009754290665988,0.4552193182045805,0.6517628877434017,-0.37812688562367236,0.5967209651928018,
vol_134_part_i,0.08327482919734885,0.19381189007145666,0.42966831997070043,0.6700706824469891,-0.31018422542589924,0.47673388382059695,
vol_61,0.10087599445280793,0.21676272760623247,0.46537518496287594,0.6445455954551409,-0.3391757374097741,0.54092772631539,
vol_62,0.08892087101731283,0.18330924254272568,0.48508667530273153,0.6306373683570227,-0.2832166755902396,0.46105841762486527,
vol_63,0.10087599445281192,0.21676272760623258,0.46537518496289415,0.6445455954551279,-0.3391757374097703,0.5409277263153942,
vol_91,-0.002487460831310351,0.029367061163864595,-0.08470240918662664,0.9329806373386191,-0.06210576452948461,0.05713084286686391,
vol_93,-0.010948931383191973,0.04303963770251385,-0.25439181107587416,0.8006815957847538,-0.09832404111208772,0.07642617834570377,
vol_94,-0.042992064058848006,0.018815982195356035,-2.284869512124584,0.0284942715946846,-0.08119053869145759,-0.004793589426238427,*
